title,date,stock,label
Mid-Afternoon Market Update: Crude Oil Up Over 1%; Syros Pharmaceuticals Shares Slide,2019-10-17,ABC,0.0
Opioid Drug Companies Rally On Hopes of Broader Settlement,2019-10-16,ABC,0.0
Large Option Traders Aren't Buying The Johnson & Johnson Rally,2019-10-16,ABC,0.0
Aaron's Appoints Tommy Harper Vice President of Woodhaven Furniture,2019-10-16,AAN,0.0
"Raymond James Maintains Strong Buy on Aaron's, Raises Price Target to $80",2019-10-16,AAN,0.0
"PreMarket Prep Recap: Stormy Outlook For Cloud Stocks, Opioid Makers Rally On Settlement Talks",2019-10-16,ABC,0.0
6 Industrials Stocks Moving In Tuesday's Pre-Market Session,2019-10-15,ABB,1.0
"Citigroup Maintains Buy on AllianceBernstein Holding, Lowers Price Target to $33",2019-10-15,AB,1.0
"Shares of the drug distributors McKesson, AmerisourceBergen, and Cardinal Health are trading higher after reports came out the companies are in talks to settle opioid litigation for $18 billion.",2019-10-15,ABC,1.0
"3 Drug Distributors (McKesson, AmerisourceBergen, Cardinal Health) In Talks To Settle Opioid Litigation For $18B",2019-10-15,ABC,1.0
Surprise! The Airbus Jetliner You Ordered Years Ago Just Got More Expensive,2019-10-15,AAWW,1.0
Stocks That Hit 52-Week Highs On Monday,2019-10-14,AAN,1.0
"UPDATE: American Campus Raises FY19 FFOM Guidance From $2.38-$2.42 To $2.40-$2.44, FFO $2.61-$2.63",2019-10-14,ACC,1.0
Allergan Reports Shareholders Have Approved Deal By AbbVie,2019-10-14,ABBV,1.0
American Campus Raises Guidance,2019-10-14,ACC,1.0
Mid-Afternoon Market Update: U.S. Stocks Edge Lower; Parsley Energy Shares Plunge,2019-10-14,ACM,1.0
Shares of several technology companies are trading higher after President Trump made positive remarks on the U.S.-China trade talks as traders grew more optimistic over the possibility of a limited trade deal. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.,2019-10-11,ACN,1.0
Shares of several healthcare companies are trading higher after President Trump made positive remarks on the U.S.-China trade talks as traders grew more optimistic over the possibility of a limited trade deal. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.,2019-10-11,A,1.0
"Accenture Reports Purchase Of Sutter Mills, No Terms Disclosed",2019-10-11,ACN,1.0
"Accenture Interactive To Acquire Sutter Mills, No Terms Disclosed",2019-10-11,ACN,1.0
18 Industrials Stocks Moving In Friday's Pre-Market Session,2019-10-11,ABB,1.0
Shares of many semiconductors are trading higher on renewed trade optimism after the US was considering suspending tariff increase in exchange for a currency pact. President Trump's administration also plans to allow the sale of some supplies to Huawei.,2019-10-10,ADI,1.0
Stocks That Hit 52-Week Lows On Thursday,2019-10-10,ADMP,1.0
"The Daily Biotech Pulse: UCB To Buy Ra Pharma, Reata Reacquires Rights To Nrf2 Activators From AbbVie, BioNTech IPO",2019-10-10,ABMD,1.0
Stocks That Hit 52-Week Lows On Thursday,2019-10-10,ABMD,1.0
Stocks That Hit 52-Week Lows On Thursday,2019-10-10,ADMS,1.0
Stocks That Hit 52-Week Lows On Wednesday,2019-10-09,AAWW,1.0
"The Daily Biotech Pulse: FDA Approves Clinuvel Drug, Aclaris Files Patent Lawsuit Against Taro, Viela Out-Licenses Autoimmune Disorder Drug",2019-10-09,ABMD,1.0
Stocks That Hit 52-Week Lows On Wednesday,2019-10-09,ABMD,1.0
Shares of several semiconductor companies are trading higher after multiple reports suggesting China is open to a partial trade deal surfaced. The reports renewed optimism in the upcoming U.S.-China trade talks.,2019-10-09,ADI,1.0
"Barclays Maintains Equal-Weight on Agilent Technologies, Lowers Price Target to $76",2019-10-09,A,1.0
Raymond James Reinstates Market Perform on Advance Auto Parts,2019-10-08,AAP,0.0
"Shares of several industrial companies are trading lower as optimism around the upcoming U.S.-China trade talks waned. A report says China is toning down its expectations of the meeting. The U.S. expanded its trade blacklist, and scheduled an increase in tariffs on $250 billion worth of Chinese goods from 25% to 30% on Oct. 15, which will go into effect if no progress is made.",2019-10-08,AAWW,0.0
Shares of several healthcare companies are trading lower with the broader market after the US expanded its trade blacklist to include China's top AI firms. The US also will increase its tariffs on $250 billion worth of goods from 25% to 30% on Oct 15.,2019-10-08,A,0.0
Stocks That Hit 52-Week Lows On Tuesday,2019-10-08,AAWW,0.0
Stocks That Hit 52-Week Lows On Tuesday,2019-10-08,ABMD,0.0
"Abiomed Announces the 1,000th Patient was Treated with Impella in Japan",2019-10-07,ABMD,0.0
Atlas Air Pilots Authorized To Form Own Local,2019-10-07,AAWW,0.0
Ambev SA shares are trading lower on seemingly no company-specific news. The stock has traded roughly 33% of the average 100 day volume.,2019-10-07,ABEV,0.0
8 Industrials Stocks Moving In Monday's Pre-Market Session,2019-10-07,ABB,0.0
ACADIA Pharmaceuticals Highlights Presentation Of Additional Positive Data From The Phase 2 CLARITY Study With Pimavanserin In Adjunctive Major Depressive Disorder At 2019 Psych Congress,2019-10-07,ACAD,0.0
Ambev shares are trading higher. Not seeing any news to justify the price action.,2019-10-04,ABEV,1.0
Stocks That Hit 52-Week Lows On Friday,2019-10-04,ACTG,1.0
4 Industrials Stocks Moving In Friday's Pre-Market Session,2019-10-04,ABB,1.0
"The Daily Biotech Pulse: Arbutus Halts Hepatitis B Study, Positive Readout For MEI Pharma's Blood Cancer Drug, Ovid Offering",2019-10-04,ADMS,1.0
"Acorda's Inbrija Now Available In US Without Need For Medical Exception For ~66% Of Commercial, ~25% Of Medicare Plan Patients",2019-10-04,ACOR,1.0
Stocks That Hit 52-Week Lows On Thursday,2019-10-03,AAWW,1.0
ACADIA Pharmaceuticals Announces Late-Breaking Oral Presentation Of The Phase 3 HARMONY Study Of Pimavanserin In Dementia-Related Psychosis At The Clinical Trials on Alzheimer's Disease (CTAD) 2019 Meeting Dec 4th,2019-10-03,ACAD,1.0
"The Daily Biotech Pulse: IPOs, Puma's Breast Cancer Drug Gets Label Expansion, Buyout Offer For Organovo",2019-10-03,ABMD,1.0
4 Industrials Stocks Moving In Thursday's Pre-Market Session,2019-10-03,ABB,1.0
Stocks That Hit 52-Week Lows On Thursday,2019-10-03,ABMD,1.0
Stocks That Hit 52-Week Lows On Wednesday,2019-10-02,AAWW,0.0
Shares of several healthcare companies are trading lower in sympathy with the overall market on continued fears of a recession amid a weak ADP jobs report. There is also uncertainty in the market over the upcoming U.S.-China meeting next week.,2019-10-02,A,0.0
Stocks That Hit 52-Week Lows On Wednesday,2019-10-02,ABMD,0.0
Shares of several industrial companies are trading lower on continued fears of a recession following weak ADP jobs report. There is also uncertainty in the market over the upcoming U.S.-China meeting next week.,2019-10-02,ABB,0.0
8 Industrials Stocks Moving In Wednesday's Pre-Market Session,2019-10-02,ABB,0.0
"Benzinga's Top Upgrades, Downgrades For October 1, 2019",2019-10-01,ACAD,0.0
Stocks That Hit 52-Week Lows On Tuesday,2019-10-01,AAWW,0.0
Stocks That Hit 52-Week Highs On Tuesday,2019-10-01,ABG,0.0
Shares of several industrial companies are trading lower after worse-than-expected PMI results.,2019-10-01,ABB,0.0
AbbVie shares trading lower with the broader stock market following concerning ISM manufacturing data. Not seeing any company-specific news to justify the move lower.,2019-10-01,ABBV,0.0
Cannabis Countdown: Top 10 Marijuana Stock News Stories Of The Week,2019-09-30,ABC,1.0
AmerisourceBergen shares are trading higher on seemingly no company-specific news. NOTE: The stock appears to be rebounding from the $80 support level.,2019-09-30,ABC,1.0
Stocks That Hit 52-Week Highs On Monday,2019-09-30,ACGL,1.0
18 Healthcare Stocks Moving In Monday's Pre-Market Session,2019-09-30,ACST,1.0
Acasti Pharma Announces Phase 3 Milestones Achieved,2019-09-30,ACST,1.0
"Baird Maintains Neutral on Accenture, Lowers Price Target to $208",2019-09-27,ACN,0.0
Abbvie Inc Co And Allergan Are Cooperating Fully With FTC And Continue To Expect To Close Transaction In Early 2020,2019-09-27,ABBV,0.0
"Shares of several software companies are trading lower following reports indicating the White House is considering setting limits on US flows to China, delisting Chinese company's from US stock exchanges.",2019-09-27,ADBE,0.0
10 Biggest Price Target Changes For Friday,2019-09-27,ACN,0.0
21 Healthcare Stocks Moving In Friday's Pre-Market Session,2019-09-27,ACHN,0.0
AbbVie shares are trading higher after Citigroup upgraded the stock from Neutral to Buy.,2019-09-26,ABBV,0.0
"Bank of America Initiates Coverage On Aaron's with Buy Rating, Announces $75 Price Target",2019-09-26,AAN,0.0
"Benzinga's Top Upgrades, Downgrades For September 26, 2019",2019-09-26,AAN,0.0
"UPDATE: Bank Of America On Aaron's Also Notes 'We estimate that rent-to-own contracts through Best Buy, Lowe's, Wayfair and Overstock could more than double total company revenue and EPS over time'",2019-09-26,AAN,0.0
"UPDATE: Bank Of America Initiates Aaron's With Buy, $75 Target As Firm Expects 'significant upside to revenue and earnings from the company's Progressive Leasing segment's partnerships with large national retailers'",2019-09-26,AAN,0.0
23 Healthcare Stocks Moving In Wednesday's Pre-Market Session,2019-09-25,ACHN,1.0
Achillion Pharmaceuticals shares are trading higher after announced that the FDA has granted Breakthrough Therapy designation for danicopan for patients with paroxysmal nocturnal hemoglobinuria.,2019-09-25,ACHN,1.0
Achillion Receives Breakthrough Therapy Designation From FDA For Danicopan For Treatment Of Paroxysmal Nocturnal Hemoglobinuria,2019-09-25,ACHN,1.0
34 Stocks Moving In Wednesday's Mid-Day Session,2019-09-25,ACHN,1.0
24 Stocks Moving in Wednesday's Pre-Market Session,2019-09-25,ACHN,1.0
"Stifel Nicolaus Maintains Buy on Atlas Air Worldwide Hldgs, Lowers Price Target to $39",2019-09-24,AAWW,0.0
10 Biggest Price Target Changes For Tuesday,2019-09-24,AAWW,0.0
"Stifel On Atlas Air: Company Has Lingering Pilot Union Issues, But Stock Still Attractive",2019-09-24,AAWW,0.0
ACADIA Pharmaceuticals Announces That The Journal of Clinical Psychiatry Publishes Positive Phase 2 CLARITY Results for Pimavanserin as Adjunctive Treatment for Patients with Major Depressive Disorder,2019-09-24,ACAD,0.0
Shares of many pharma/therapeutics stocks trading lower in sympathy with overall market weakness. Reports China is planning to cut prices for widely-used drugs may also be pressuring the sector today.,2019-09-24,ACAD,0.0
10 Biggest Price Target Changes For Monday,2019-09-23,ACAD,1.0
"ACADIA Pharmaceuticals shares are trading higher after the company presented results of its Phase 2 study of Pimavanserin, which 'significantly improved depression symptoms for Parkinson's patients.' Cantor Fitzgerald maintained an Overweight rating.",2019-09-23,ACAD,1.0
"Cantor Fitzgerald Maintains Overweight on ACADIA Pharmaceuticals, Raises Price Target to $56",2019-09-23,ACAD,1.0
"ACADIA Pharma Presents New Data on Pimavanserin, Says Patients Showed 'Significant Improvement' on the Primary Endpoint",2019-09-23,ACAD,1.0
Advance Auto Parts shares are trading higher. Not currently seeing any news to justify price action.,2019-09-23,AAP,1.0
Shares of several drug companies are trading higher after Senate Majority Leader McConnell suggested a new Democratic drug price reform proposal would be dead on arrival.,2019-09-20,ABBV,0.0
"Barclays Initiates Coverage On Accenture with Overweight Rating, Announces $228 Price Target",2019-09-20,ACN,0.0
"Benzinga's Top Upgrades, Downgrades For September 20, 2019",2019-09-20,ACN,0.0
"UBS Maintains Neutral on Acadia Healthcare Co, Raises Price Target to $34",2019-09-20,ACHC,0.0
Adamas Announces New Safety And Efficacy Data For GOCOVRI In Parkinson's Disease Patients With Dyskinesia At Movement Disorder Society 2019 International Congress,2019-09-20,ADMS,0.0
18 Healthcare Stocks Moving In Thursday's Pre-Market Session,2019-09-19,ADXS,0.0
11 Most Aggressively Shorted Stocks,2019-09-19,ADSK,0.0
"The Daily Biotech Pulse: China Biologics Receives Buyout Offer, Provention Bio Offering, Exagen IPO",2019-09-19,AERI,0.0
Aerie Pharmaceuticals Submits Prior Approval Supplement To FDA To Allow Production Of Rocklatan 0.02%/0.005% In Athlone Ireland Facility,2019-09-19,AERI,0.0
Advaxis shares are trading lower as traders potentially took profits after the stock increased roughly 25% yesterday.,2019-09-19,ADXS,0.0
30 Stocks Moving in Wednesday's Pre-Market Session,2019-09-18,ACAD,1.0
"The Daily Biotech Pulse: NewLink Genetics Rallies, Breakthrough Designation For Roche, IGM Biosciences Debuts",2019-09-18,ACAD,1.0
36 Stocks Moving In Wednesday's Mid-Day Session,2019-09-18,ACAD,1.0
10 Healthcare Stocks Moving In Wednesday's Pre-Market Session,2019-09-18,ACAD,1.0
Delta Explores Forest Residue As Jet Fuel,2019-09-18,AAWW,1.0
"Benzinga's Top Upgrades, Downgrades For September 17, 2019",2019-09-17,AAWW,1.0
Susquehanna Downgrades Atlas Air Worldwide Hldgs to Neutral,2019-09-17,AAWW,1.0
ACADIA Pharma shares are trading lower after the company reported a $250 million common stock offering.,2019-09-17,ACAD,1.0
7 Stocks Moving In Tuesday's After-Hours Session,2019-09-17,ACAD,1.0
9 Stocks Trading At The Steepest Discount To Sales,2019-09-17,ABC,1.0
22 Healthcare Stocks Moving In Monday's Pre-Market Session,2019-09-16,ADXS,1.0
﻿ACADIA Pharmaceuticals shares are trading higher on continued momentum after SVB Leerink upgraded the stock from Market Perform to Outperform and raised the price target from $21 to $50 per share.,2019-09-16,ACAD,1.0
Amazon Shifts Two Freighters From Atlas Air To ATSG Operation,2019-09-16,AAWW,1.0
"Aegion Wins $6.9M Wastewater Pipeline Rehab Contract In Baltimore County, Maryland",2019-09-16,AEGN,1.0
Alliance Data Reports Aug. Card Services Performance,2019-09-16,ADS,1.0
"Benzinga's Top Upgrades, Downgrades For September 13, 2019",2019-09-13,AAP,0.0
A Peek Into The Markets: US Stock Futures Surge Ahead Of Economic Reports,2019-09-13,AAP,0.0
Air Transport Services Shares Spike Higher As Traders Circulate Report From Cargo Facts Amazon Is Shifting Its 767-300Fs From Atlas Air To ATSG Carrier Air Transport Int'l. For CMI Flying,2019-09-13,AAWW,0.0
"Citigroup Upgrades Advance Auto Parts to Buy, Raises Price Target to $188",2019-09-13,AAP,0.0
"Benzinga's Top Upgrades, Downgrades For September 13, 2019",2019-09-13,ABG,0.0
UPDATE: UBS On AbbVie Also Notes 'Post '23 we estimate stable cash flows driven by ABBV's 5 key growth assets & AGN Aesthetics franchise. NEWCO cash flows are immediately tangible via a sustainable & growing dividend',2019-09-12,ABBV,0.0
"UPDATE: UBS Upgrades AbbVie To Buy, Lowers Target To $79 As Firm Notes Co's 'acquisition of AGN leads to a NEWCO generating $20B+ of annual free cash flow growing to a highly compelling, 9% FCF yield in '23E (year of Humira's US patent expiry)'",2019-09-12,ABBV,0.0
AbbVie shares are trading higher after UBS upgraded the stock from Neutral to Buy.,2019-09-12,ABBV,0.0
"UBS Upgrades AbbVie to Buy, Lowers Price Target to $79",2019-09-12,ABBV,0.0
AmerisourceBergen shares are trading lower after Deutsche Bank initiated coverage on the stock with a Hold rating and a price target of $9. Deutsche Bank showed concern on the company given the overhangs tied to opioid litigation and drug pricing.,2019-09-12,ABC,0.0
80 Biggest Movers From Yesterday,2019-09-11,ACOR,1.0
48 Stocks Moving In Wednesday's Mid-Day Session,2019-09-11,ABIO,1.0
"Shares of several aluminum companies are trading higher. Credit Suisse upgraded Alcoa's stock to Outperform as the firm expects 'alumina prices to recover on significant capacity cuts in China, an end to inventory destocking, and the Alpart shutdown.'",2019-09-11,ACH,1.0
Arca Biopharma Announces Its Gencaro Atrial Fibrillation Clinical Data Has Been Selected For Presentation At HFSA 2019 Scientific Meeting,2019-09-11,ABIO,1.0
ARCA Biopharma shares are trading higher after the company announced that its Gencaro Atrial Fibrillation has been selected for a presentation at the HFSA 2019 Scientific Meeting.,2019-09-11,ABIO,1.0
'Pleasantly Surprised' Acadia Analysts See Blockbuster Potential For Pimavanserin In Dementia Psychosis,2019-09-10,ACAD,1.0
ACADIA Pharmaceuticals shares are trading higher after analysts at Canaccord Genuity upgraded the company's stock from Hold to Buy.,2019-09-10,ACAD,1.0
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Tuesday, September 10, 2019",2019-09-10,ACAD,1.0
"Advance Auto Parts shares trading higher with other stocks in auto retail space. A Morgan Stanley analyst suggested recent pullback in Advance Auto Parts shares presented ""a good buying opportunity.""",2019-09-10,AAP,1.0
3 Industrials Stocks Moving In Tuesday's Pre-Market Session,2019-09-10,ABB,1.0
Mid-Day Market Update: Crude Oil Up Over 2%; Neurotrope Shares Plunge,2019-09-09,ACAD,0.0
10 Industrials Stocks Moving In Monday's Pre-Market Session,2019-09-09,ABB,0.0
Acadia Stops Nuplazid Study Early After Drug Shows 'Statistically Superior Efficacy' In Dementia-Related Psychosis,2019-09-09,ACAD,0.0
Mid-Afternoon Market Update: NASADQ Down 0.5%; ACADIA Pharmaceuticals Shares Spike Higher,2019-09-09,ACAD,0.0
"Canaccord Genuity Raises ACADIA Pharmaceuticals To Buy, Raises Prices Target To $50",2019-09-09,ACAD,0.0
"JMP Securities Reiterates Market Outperform on Arbor Realty Trust, Raises Price Target to $14.5",2019-09-06,ABR,0.0
Stocks That Hit 52-Week Highs On Friday,2019-09-06,ACGL,0.0
"Morgan Stanley Maintains Equal-Weight on AmerisourceBergen, Lowers Price Target to $83",2019-09-06,ABC,0.0
Stocks That Hit 52-Week Highs On Friday,2019-09-06,ACN,0.0
"UBS Maintains Neutral on Acadia Healthcare Co, Lowers Price Target to $29",2019-09-06,ACHC,0.0
Shares of several healthcare companies are trading higher in sympathy with the overall market after the Chinese Minister of Commerce said the leaders of the U.S. and China are set to meet in Washington D.C in early October. Investors hope the meeting could bring the two countries closer to a trade deal.,2019-09-05,A,1.0
7 Industrials Stocks Moving In Thursday's Pre-Market Session,2019-09-05,ABB,1.0
New Report Puts North American Cannabis Market At $47.3B By 2024,2019-09-05,ABC,1.0
Shares of several industrial companies are trading higher with the broader stock market after the Chinese Minister of Commerce said the leaders of the U.S. and China are set to meet in Washington D.C in early October.,2019-09-05,AAWW,1.0
Stocks That Hit 52-Week Highs On Thursday,2019-09-05,ABG,1.0
Stocks That Hit 52-Week Highs On Wednesday,2019-09-04,ADC,1.0
Stocks That Hit 52-Week Highs On Wednesday,2019-09-04,ACGL,1.0
"Piper Jaffray Maintains Overweight on AbbVie, Raises Price Target to $81",2019-09-04,ABBV,1.0
Idera Pharmaceuticals Announces Immuno-Oncology Clinical Research Collaboration With AbbVie,2019-09-04,ABBV,1.0
Shares of several Chinese companies are trading higher after data from China eased concerns of global growth slowing. Tensions in Hong Kong are also easing on the withdrawal of the extradition bill. The protests are seen as a potential disruptor to global growth.,2019-09-04,ACH,1.0
Agilent Collaborates On Study Of Performance-Enhancing Spinach Extract,2019-09-03,A,0.0
Shares of several Chinese companies are trading lower as trade concerns increased following a new 15% tariff which was added to $112 billion worth of Chinese goods that went into effect on Sunday.,2019-09-03,ACH,0.0
"Shares of several semiconductor companies are trading lower as trade concerns continue to escalate following a new 15% tariff, which was added to $112 billion worth of Chinese goods on Sunday.",2019-09-03,ADI,0.0
"Stifel Nicolaus Maintains Hold on ACADIA Pharmaceuticals, Raises Price Target to $28",2019-09-03,ACAD,0.0
Analog Devices Option Alert: Sep 13 $110 Calls Sweep (45) near the Ask: 1133 @ $0.851 vs 13 OI; Ref=$106.04,2019-09-03,ADI,0.0
"Arthur J. Gallagher & Co. Acquires University Services Business Of Garnett-Powers & Associates Insurance Services, Inc.",2019-08-30,AJG,0.0
"Archer Daniels Midland Co Says Does Not Source From Newly Deforested Areas In Amazon, Has Satellite Technology In Place To Enforce Policy",2019-08-30,ADM,0.0
Allergan Announces Settlement With Two Ohio Plaintiffs In Federal Opioid Litigation; Co. To Pay $5M Total To Resolve Claims In Two Counties,2019-08-30,AGN,0.0
70 Biggest Movers From Yesterday,2019-08-30,AEZS,0.0
70 Biggest Movers From Yesterday,2019-08-30,AGTC,0.0
"UBS Maintains Buy on Arch Capital Group, Raises Price Target to $45",2019-08-29,ACGL,1.0
"Bank of America Maintains Buy on Arch Capital Group, Raises Price Target to $45",2019-08-29,ACGL,1.0
AbbVie Says its Phase 3 Trial Evaluating Rova-T Demonstrated 'No Survival Benefit',2019-08-29,ABBV,1.0
10 Industrials Stocks Moving In Thursday's Pre-Market Session,2019-08-29,ABB,1.0
AbbVie to Discontinue Development of Rovalpituzumab Tesirine (Rova-T),2019-08-29,ABBV,1.0
7 Industrials Stocks Moving In Wednesday's Pre-Market Session,2019-08-28,ABB,1.0
"Atlas Air, Pilots Union Don't Appear To Let Contract Talks Go Gently Into That Good Night",2019-08-28,AAWW,1.0
Adobe shares are potentially trading lower after B2B software company Autodesk forecasted worse-than-expected Q3 financial results.,2019-08-28,ADBE,1.0
"Canaccord Genuity Analyst Richard Davis Comments On Adobe's Weakness In Relation To Potential Sympathy Move On Autodesk's Weak Q3 Forecast, Tell Benzinga 'No, 2 different companies, wildly different segments, products, etc.'",2019-08-28,ADBE,1.0
Stocks That Hit 52-Week Lows On Wednesday,2019-08-28,ACTG,1.0
"UPDATE: Cantor Fitzgerald Reiterates Overweight On Acadia Pharmaceuticals, Raises Target To $40 As Firm Notes 'enhanced conviction, due to recent diligence with multiple KOLs, for pimavanserin as treatment for negative symptoms in schizophrenia pts'",2019-08-27,ACAD,0.0
Arbitrator Denies Atlas Air's Pilots Bid To Negotiate; Imposes Arbitrated Settlement,2019-08-27,AAWW,0.0
Barclays Downgrades Ambev to Equal-Weight,2019-08-27,ABEV,0.0
10 Biggest Price Target Changes For Tuesday,2019-08-27,ACAD,0.0
"Shares of several healthcare companies are trading lower after the Johnson & Johnson opioid crisis ruling. It is seen as an ominous sign for things to come for the whole sector as there are still 2,000 more lawsuits awaiting.",2019-08-27,ABC,0.0
Shares of several semiconductor companies are trading higher amid easing trade tensions. President Trump said China is ready to come back to the negotiating table.,2019-08-26,ADI,1.0
Stocks That Hit 52-Week Lows On Monday,2019-08-26,ACTG,1.0
Stocks That Hit 52-Week Highs On Monday,2019-08-26,ADC,1.0
Stocks That Hit 52-Week Highs On Monday,2019-08-26,AEM,1.0
"Top 10 Most Oversold Stocks Via Benzinga Pro's Screener Tool For Mon., August 26, 2019",2019-08-26,ADXS,1.0
Shares of many gold companies are trading higher on escalated trade tensions after China retaliated with tariffs on $75 billion worth of U.S goods. Precious metals are safe-haven assets which are typically used as insurance against market volatility.,2019-08-23,AEM,0.0
Shares of several banking & broader financial companies are trading lower on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods. Trump will respond this afternoon.,2019-08-23,AEG,0.0
Amazon Agrees To Take Equity Stake In Canadian Airline Cargojet,2019-08-23,AAWW,0.0
Shares of several semiconductors companies are trading lower on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods.,2019-08-23,ADI,0.0
Shares of several Chinese companies are trading lower on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods.,2019-08-23,ACH,0.0
Ambev shares are trading lower on seemingly no company-specific news.,2019-08-22,ABEV,0.0
"Spectre Of Amazon And Peak Season Looms Over Stalled Talks Between Atlas, ATSG And Teamsters",2019-08-22,AAWW,0.0
Shares of several Chinese companies are trading lower after the Yuan fell to the lowest level in a decade.,2019-08-22,ACH,0.0
"KeyBanc, Morgan Stanley Break Down Analog Devices",2019-08-22,ADI,0.0
"Jim Cramer Weighs In On Pfizer, Teva And More",2019-08-22,ABM,0.0
17 Technology Stocks Moving In Wednesday's Pre-Market Session,2019-08-21,ADI,1.0
25 Healthcare Stocks Moving In Wednesday's Pre-Market Session,2019-08-21,ABIO,1.0
Raymond James Upgrades Arbor Realty Trust to Outperform,2019-08-21,ABR,1.0
"Benzinga's Top Upgrades, Downgrades For August 21, 2019",2019-08-21,ABR,1.0
Analog Devices Reports Q3 Earnings Beat,2019-08-21,ADI,1.0
"UPDATE: PiperJaffray On AbbVie Also Notes 'while we have been rather vocal about the various pressure points on the Humira business, we do think ABBV has a great opportunity to pivot the narrative towards successful launches of Skyrizi and now Rinvoq'",2019-08-20,ABBV,0.0
"UPDATE: PiperJaffray Upgrades AbbVie To Overweight, Announces $80 Target As Firm Notes 'we do think a bottom of sorts has been found on this name with the stock around ~$66'",2019-08-20,ABBV,0.0
AbbVie shares are trading higher after Piper Jaffray upgraded the stock from Neutral to Overweight and announced a price target of $80 per share.,2019-08-20,ABBV,0.0
"Piper Jaffray Upgrades AbbVie to Overweight, Announces $80 Price Target",2019-08-20,ABBV,0.0
22 Healthcare Stocks Moving In Tuesday's Pre-Market Session,2019-08-20,ACST,0.0
Barclays Upgrades AECOM to Overweight,2019-08-19,ACM,1.0
Stocks That Hit 52-Week Highs On Monday,2019-08-19,ACGL,1.0
"Shares of Chinese companies are trading higher after China announced interest rate reforms aimed at making borrowing cheaper in order to encourage growth. Additionally, the US has hinted at positive developments in trade talks with China.",2019-08-19,ACH,1.0
"Benzinga's Top Upgrades, Downgrades For August 19, 2019",2019-08-19,ACM,1.0
Aecom Completes Cleanup At The Separations Process Research Unit Nuclear Facility In New York,2019-08-19,ACM,1.0
75 Biggest Movers From Yesterday,2019-08-16,A,1.0
"Shares of healthcare companies are trading higher as US markets rebound from recent weakness following a yield curve inversion, which caused recession fears. Trump also recently announced the US would delay China tariffs, renewing hopes of a trade deal.",2019-08-16,ABBV,1.0
Shares of several Brazilian companies are trading higher on renewed optimism surrounding US-China trade talks after President Trump announced earlier in the week that he would delay additional tariffs on Chinese goods until December.,2019-08-16,ABEV,1.0
"Top 10 Movers Via Benzinga Pro's Screener Tool For Morning of Friday., August 16, 2019",2019-08-16,A,1.0
FDA Approves Nda For Abbvie's Rinvoq (Upadacitinib) For Treatment Of Rheumatoid Arthritis,2019-08-16,ABBV,1.0
Agilent Technologies shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also issued FY19 EPS above analyst estimates.,2019-08-15,A,1.0
Stocks That Hit 52-Week Lows On Thursday,2019-08-15,AAP,1.0
46 Stocks Moving In Thursday's Mid-Day Session,2019-08-15,A,1.0
"10 Stocks To Watch For August 15, 2019",2019-08-15,A,1.0
A Peek Into The Markets: US Stock Futures Tumble Ahead Of Economic Data,2019-08-15,A,1.0
"Earnings Scheduled For August 14, 2019",2019-08-14,A,0.0
"Agilent Technologies Q3 Adj. EPS $0.76 Beats $0.72 Estimate, Sales $1.27B Beat $1.24B Estimate",2019-08-14,A,0.0
"Agilent Technologies Sees Q4 Adj. EPS $0.84-$0.86 vs $0.87 Est., Sales $1.31B-$1.33B vs $1.34B Est., Sees FY19 Adj. EPS $3.07-$3.08 vs $3.05 Est., Sales $5.105B-$5.125B vs $5.11B Est.",2019-08-14,A,0.0
Agilent Technologies shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also issued FY19 EPS above analyst estimates.,2019-08-14,A,0.0
Q3 Earnings Preview For Agilent Technologies,2019-08-14,A,0.0
Mid-Morning Market Update: Markets Open Higher; Advance Auto Parts Misses Q2 Expectations,2019-08-13,AAP,1.0
Mid-Afternoon Market Update: Dow Rises Over 400 Points; Covetrus Shares Fall Following Downbeat Q2 Results,2019-08-13,AAP,1.0
31 Stocks Moving In Tuesday's Pre-Market Session,2019-08-13,AAP,1.0
Mid-Day Market Update: Crude Oil Up 4%; Deciphera Pharmaceuticals Shares Spike Higher,2019-08-13,AAP,1.0
Stocks That Hit 52-Week Lows On Tuesday,2019-08-13,AAP,1.0
Earnings Outlook For Advance Auto Parts,2019-08-12,AAP,0.0
28 Stocks Moving In Monday's Pre-Market Session,2019-08-12,ABB,0.0
Stocks That Hit 52-Week Lows Of Monday,2019-08-12,AAWW,0.0
ABB shares are trading higher after the company reported that Bjorn Rosengren would be the next chief executive.,2019-08-12,ABB,0.0
7 Industrials Stocks Moving In Monday's Pre-Market Session,2019-08-12,ABB,0.0
A List Of Stocks Reaching New 52-Week Highs,2019-08-09,ACAD,0.0
"Shares of several healthcare companies are trading lower in sympathy with the overall market amid growing concerns over the U.S.-China trade war. This morning, President Trump announced the U.S. will not be doing business with Huawei.",2019-08-09,ACST,0.0
